Batsman,Home Run Hitting Ability,Milestone Reaching Ability,Batting Average, Strike Rate,Matches Played
SL Malinga,0.609756097561,0.0121951219512,4.92682926829,74.4014732965,82
PC Connell,1.0,0,6.0,26.0869565217,1
LM Jongwe,1.27777777778,0,12.2222222222,74.8299319728,18
RR Emrit,0.5,0,6.5,37.1428571429,2
KOA Powell,3.59259259259,0.222222222222,26.4814814815,80.6087936866,27
Abdur Razzak,0.853333333333,0.0133333333333,8.36,73.4192037471,75
Qaiser Ali,0.8,0,7.6,38.7755102041,5
DJG Sammy,2.23762376238,0.0891089108911,18.1287128713,95.8137100994,101
JR Hopes,2.09259259259,0.0555555555556,21.2777777778,91.4808917197,54
T Maruma,0.642857142857,0,7.71428571429,46.7532467532,14
HF Gurney,0.166666666667,0,2.5,45.4545454545,6
E Chigumbura,2.23846153846,0.1,22.0538461538,77.1528525296,130
KP Pietersen,3.70833333333,0.239583333333,33.4895833333,81.8482688391,96
DO Obuya,1.0625,0.0625,13.0625,49.2924528302,16
Yasir Arafat,2.66666666667,0,17.3333333333,58.4269662921,3
Rashid Khan,1.4,0,12.0,80.0,5
DL Vettori,1.43835616438,0.027397260274,15.602739726,86.8140243902,73
Shahzaib Hasan,5.0,0.333333333333,33.3333333333,84.7457627119,3
Samiullah Shenwari,3.16666666667,0.233333333333,30.4333333333,64.160224877,30
GW Flower,1.0,0,17.5,76.0869565217,2
Shapoor Zadran,0.153846153846,0,2.07692307692,36.4864864865,13
Syed Rasel,0.222222222222,0,2.88888888889,37.6811594203,18
Asif Iqbal (1),2.0,0,4.0,50.0,1
Ahmed Shehzad,3.71621621622,0.256756756757,33.5810810811,70.7372615998,74
MT Chinouya,0.5,0,3.0,66.6666666667,2
JDS Neesham,1.75,0,14.875,93.7007874016,16
CAK Walton,0.25,0,4.25,56.6666666667,4
RA Jadeja,2.12941176471,0.117647058824,21.7529411765,82.4342398573,85
Sami Faridi,1.0,0,15.0,57.6923076923,1
Rajin Saleh,2.0,0,16.25,41.6666666667,4
BMAJ Mendis,1.39473684211,0.0263157894737,15.0,82.0143884892,38
SMA Priyanjan,2.5,0.1,20.95,78.6116322702,20
JP Duminy,2.38888888889,0.190476190476,30.4682539683,81.0770855333,126
LJ Woodcock,0.5,0,6.5,59.0909090909,2
NO Miller,1.04,0.04,10.36,80.9375,25
RJ Trott,1.75,0,23.5,48.4536082474,4
DJ Hussey,2.5,0.241379310345,28.9310344828,87.6698014629,58
MG Johnson,1.18072289157,0.0240963855422,10.686746988,94.764957265,83
MWA van Nierop,1.0,0,4.0,25.0,1
Zulqarnain Haider,0.75,0,11.75,67.1428571429,4
SM Pollock,2.34375,0.125,22.3125,89.8113207547,32
PD Collingwood,2.65625,0.197916666667,30.7083333333,77.9275707111,96
CH Morris,1.83333333333,0.166666666667,16.0,101.052631579,6
Asad Shafiq,2.09433962264,0.169811320755,24.3962264151,67.2386895476,53
Bazid Khan,1.5,0.5,26.0,50.9803921569,2
PJ Forrest,2.71428571429,0.285714285714,26.2142857143,63.6048526863,14
Mirwais Ashraf,0.888888888889,0,8.72222222222,60.153256705,18
Liton Das,1.0,0,7.66666666667,69.696969697,6
AJ Hall,1.4,0.1,14.4,87.8048780488,10
Sikandar Raza,3.16326530612,0.142857142857,27.6734693878,81.1004784689,49
RJ Sidebottom,0.6875,0,7.6875,65.7754010695,16
AC Gilchrist,4.52380952381,0.285714285714,32.380952381,95.3048353189,42
M Morkel,0.702702702703,0,5.78378378378,74.0484429066,37
ST Jayasuriya,4.78666666667,0.2,32.9733333333,97.6698262243,75
CJ Chibhabha,2.48648648649,0.162162162162,23.2837837838,65.0434126085,74
Tamim Iqbal,4.00735294118,0.272058823529,31.7720588235,76.5727449938,136
MJ Lumb,5.0,0.333333333333,55.0,80.0970873786,3
JM How,3.34615384615,0.192307692308,29.9230769231,64.9415692821,26
Gulbodin Naib,1.75,0,12.25,70.0,4
N Madziva,0.6,0,5.7,50.4424778761,10
D Wiese,2.0,0,17.0,86.4406779661,6
AC Evans,1.5,0,11.6666666667,76.9230769231,6
Aizaz Cheema,0.333333333333,0,4.33333333333,57.7777777778,6
Mohammad Tauqir,0.571428571429,0,4.85714285714,40.9638554217,7
DR Martyn,5.71428571429,0.428571428571,44.5714285714,65.1356993737,7
Raees Ahmadzai,5.0,0,39.0,88.6363636364,1
Sohaib Maqsood,2.96,0.2,29.4,81.2154696133,25
ADS Fletcher,1.8125,0.125,13.5,62.6086956522,16
G Chapple,2.0,0,13.0,185.714285714,1
LE Bosman,3.83333333333,0.166666666667,25.0833333333,94.6540880503,12
JWA Taylor,3.11538461538,0.307692307692,34.1153846154,78.7744227353,26
DCC Borden,0.5,0,5.75,27.380952381,4
HMCM Bandara,1.0,0,12.2857142857,80.3738317757,7
Karim Sadiq,2.88888888889,0.111111111111,24.3333333333,78.7769784173,9
Naeem Islam,1.89130434783,0.108695652174,19.0434782609,67.4884437596,46
LMP Simmons,3.3125,0.28125,30.59375,71.4337832908,64
DM Richards,3.42857142857,0.285714285714,25.5714285714,68.8461538462,7
Soumya Sarkar,6.6875,0.3125,43.25,99.1404011461,16
A Codrington,1.0,0,5.0,71.4285714286,1
Mohammad Iqbal,3.0,0,15.0,53.5714285714,2
EC Joyce,3.375,0.25,31.6041666667,68.8919164396,48
Mushfiqur Rahim,2.6641221374,0.190839694656,28.0992366412,76.4327242525,131
Mohammad Ashraful,2.35714285714,0.130952380952,20.9880952381,66.5283018868,84
Sohag Gazi,1.375,0,11.5,85.5813953488,16
AR Cusack,1.04166666667,0,10.9166666667,60.788863109,24
TS Chisoro,0.4,0,5.4,55.1020408163,5
Farhad Reza,1.6,0,12.64,60.5363984674,25
NR Kumar,1.5,0,15.7,55.2816901408,10
TD Paine,3.39130434783,0.217391304348,27.652173913,65.7704239917,23
PJ Moor,2.42857142857,0.285714285714,25.7142857143,62.0689655172,7
IS Billcliff,1.75,0.25,19.0,56.2962962963,4
Jahurul Islam,2.18181818182,0.0909090909091,20.5454545455,69.5384615385,11
KA Pollard,2.78481012658,0.126582278481,24.9493670886,89.7132453345,79
SM Davies,4.5,0.125,30.125,100.836820084,8
CT Mutombodzi,1.16666666667,0,13.5,71.0526315789,6
Usman Limbada,3.25,0.25,30.75,63.7305699482,4
SR Watson,4.73134328358,0.283582089552,37.6492537313,90.8027357811,134
NLTC Perera,1.67088607595,0.0632911392405,14.6582278481,106.043956044,79
Gurkeerat Singh,1.0,0,6.5,100.0,2
SO Ngoche,0.6,0,7.4,82.2222222222,5
R McLaren,1.2,0.025,11.975,69.8250728863,40
KJ Abbott,0.6,0,6.6,58.407079646,10
VR Aaron,0.333333333333,0,2.66666666667,53.3333333333,3
JC Buttler,3.44262295082,0.180327868852,29.4754098361,116.0,61
KM Dabengwa,1.2380952381,0,16.7142857143,58.7939698492,21
Arshad Ali,2.5,0,23.5,52.2222222222,2
GC Smith,4.07766990291,0.300970873786,34.3203883495,80.8924485126,103
A Symonds,3.44186046512,0.302325581395,32.0465116279,91.561461794,43
AJ Redmond,3.16666666667,0.166666666667,25.3333333333,57.1428571429,6
Inzamam-ul-Haq,3.16666666667,0,26.9166666667,70.989010989,12
MM Sharma,0.625,0,3.75,56.6037735849,8
CJ Smith,0.8,0,5.4,56.25,5
MEK Hussey,2.73983739837,0.260162601626,33.8699186992,83.1702934718,123
MM Ali,3.08571428571,0.142857142857,24.4285714286,96.8289920725,35
AM Phangiso,0.555555555556,0,7.33333333333,62.2641509434,9
JDP Oram,2.66,0.18,24.8,96.3480963481,50
MJ McClenaghan,0.928571428571,0,7.71428571429,75.5244755245,14
Asghar Stanikzai,1.92307692308,0.115384615385,20.3461538462,62.2352941176,26
SS Tiwary,3.0,0,24.5,85.9649122807,2
NM Coulter-Nile,0.571428571429,0,8.57142857143,69.7674418605,7
Khurram Manzoor,3.33333333333,0.5,33.6666666667,62.5386996904,6
DJ Bravo,2.35514018692,0.11214953271,23.1588785047,80.9010773751,107
J Nyumbu,0.142857142857,0,3.28571428571,50.0,14
Shamsur Rahman,3.2,0.2,26.6,74.0947075209,10
BJ Hodge,3.6,0.2,32.8,92.8301886792,15
DJ Willey,0.571428571429,0,8.28571428571,86.5671641791,7
HM Amla,5.17213114754,0.401639344262,48.6721311475,86.8890839918,122
AR McBrine,1.0,0,11.5,93.8775510204,4
AA Mulla,3.125,0.125,18.75,93.75,8
GJ Bailey,3.34375,0.296875,36.140625,85.0055126792,64
MO Jones,1.33333333333,0,9.66666666667,80.5555555556,6
PJ Ingram,4.28571428571,0.142857142857,27.5714285714,80.7531380753,7
JP Bray,2.7,0.1,23.4,63.0727762803,10
SE Marsh,3.66666666667,0.291666666667,35.5416666667,74.7917580009,48
Umair Ali,1.0,0,10.0,90.9090909091,1
R Dravid,2.77777777778,0.244444444444,28.9111111111,73.2545045045,45
PL Mommsen,2.61111111111,0.166666666667,24.6666666667,72.6677577741,18
RP Singh,0.333333333333,0,5.6,39.8104265403,15
B Geeves,1.0,0,10.0,90.9090909091,1
GA Rogers,2.5,0,16.0,64.0,2
SHT Kandamby,2.23333333333,0.166666666667,27.1666666667,69.5392491468,30
SB Styris,3.33928571429,0.267857142857,34.2678571429,80.6302521008,56
PJK Mooney,0.5,0,4.5,112.5,2
AR Pitcher,3.0,0,30.0,54.5454545455,1
TLW Cooper,3.0,0.111111111111,25.4444444444,65.9942363112,9
Raqibul Hasan,2.02083333333,0.145833333333,24.5208333333,61.6230366492,48
Fawad Alam,1.88571428571,0.2,27.6,73.1264193793,35
Mohammad Salman,0.666666666667,0,7.33333333333,55.0,3
HM Nicholls,2.625,0.25,26.875,73.883161512,8
JM Kemp,2.45833333333,0.166666666667,23.875,71.2686567164,24
Skhawat Ali,0.666666666667,0,6.0,30.0,3
WTS Porterfield,3.14583333333,0.229166666667,28.4583333333,62.1474067334,48
Yuvraj Singh,4.15873015873,0.261904761905,33.0714285714,85.3019447288,126
Mohammad Nabi,2.46875,0.09375,24.5625,80.8641975309,32
Saqib Ali,2.25,0,18.5,63.7931034483,4
Tushar Imran,0.8,0,5.8,29.5918367347,5
Sharafuddin Ashraf,0.333333333333,0,6.0,90.0,3
DS Smith,2.8,0.171428571429,24.4,72.4957555178,35
SW Masakadza,1.8,0,12.5,93.2835820896,10
N Mushangwe,1.25,0,9.5,86.3636363636,4
J Louw,4.0,0,17.0,242.857142857,1
MS Dhoni,3.5824742268,0.29381443299,37.3402061856,85.0134960685,194
AC Voges,2.29166666667,0.125,29.625,84.1420118343,24
AJ Strauss,4.0,0.28,34.6266666667,80.4522924411,75
AO Suji,2.0,0,14.5,52.7272727273,2
Nasir Jamal,2.75,0.25,34.0,61.2612612613,4
Fayyaz Ahmed,3.0,0,21.5,48.8636363636,2
GO Jones,1.5,0,15.5,110.714285714,6
A Shahzad,0.375,0,4.875,62.9032258065,8
S Prasanna,1.19047619048,0,9.19047619048,78.4552845528,21
SCJ Broad,0.714285714286,0,7.92063492063,73.7075332349,63
Danish Kaneria,1.0,0,2.0,50.0,1
Saad Nasim,3.33333333333,0.333333333333,33.0,79.2,3
Afsar Zazai,1.27272727273,0.181818181818,19.3636363636,55.6135770235,11
MP Vaughan,2.75,0.0833333333333,21.0,66.1417322835,12
NJ O'Brien,2.55555555556,0.2,27.4222222222,68.6700055648,45
HMRKB Herath,0.444444444444,0,5.18518518519,61.6740088106,27
A Balbirnie,2.375,0.125,25.1875,69.2439862543,16
BA Parchment,2.33333333333,0,17.8333333333,54.0404040404,6
Mohammad Yousuf,3.3064516129,0.290322580645,36.7903225806,74.9342969777,62
Z Khan,0.975,0,8.3,61.4814814815,40
DJ Reekers,1.6,0,7.6,100.0,5
A Bagai,3.27777777778,0.277777777778,31.0,63.2653061224,18
SE Bond,0.5,0,7.0,71.7948717949,20
OO Bascome,2.0,0,16.0,34.0425531915,1
Shahadat Hossain,0.375,0,3.5625,50.4424778761,16
SR Thompson,2.11111111111,0,18.6666666667,91.3043478261,9
BP Loots,0.666666666667,0,5.0,65.2173913043,3
Tanwir Afzal,0.5,0,4.0,100.0,2
ML Nkala,1.0,0,7.0,53.8461538462,2
Sharjeel Khan,2.63636363636,0.0909090909091,17.6363636364,78.8617886179,11
AD Russell,3.32558139535,0.093023255814,22.9069767442,129.095674967,43
DT Tiripano,0.6,0,4.8,54.5454545455,5
Babar Azam,4.375,0.5,40.125,88.91966759,8
SW Tait,0.666666666667,0,4.16666666667,86.2068965517,6
BP Kruger,1.0,0,8.0,66.6666666667,1
Rahmat Shah,1.0,0,12.6666666667,55.0724637681,3
R Ashwin,1.16363636364,0.0181818181818,11.9454545455,84.7741935484,55
DT Christian,1.44444444444,0,15.1111111111,86.9009584665,18
PR Stirling,4.0,0.166666666667,27.4722222222,95.004803074,36
GEF Barnett,2.0,0,19.0,51.3513513514,5
JH Stander,1.0,0,10.6666666667,65.306122449,3
CL White,2.6,0.185714285714,28.0857142857,80.0162800163,70
KM Jadhav,4.5,0.25,36.25,103.571428571,4
YK Pathan,2.56097560976,0.121951219512,19.756097561,110.054347826,41
Imran Nazir,4.66666666667,0.133333333333,29.0,96.0264900662,15
CK Hooper,0.5,0,0.0,0.0,2
Imran Farhat,3.25,0.28125,28.40625,63.7000700771,32
CMW Read,1.0,0,10.0,80.0,6
AM Rahane,3.58064516129,0.274193548387,32.6129032258,78.1600309239,62
F Mutizwa,1.4,0.1,18.2,64.5390070922,10
W Barresi,4.0,0.166666666667,33.0,73.8805970149,12
Abdul Shakoor,3.0,0,24.0,57.1428571429,1
AU Rashid,2.41176470588,0.0588235294118,17.2941176471,108.888888889,17
Gulbadin Naib,2.42857142857,0.142857142857,23.4285714286,105.806451613,7
AC Cummins,0.666666666667,0,7.0,91.3043478261,3
RD McCann,0.5,0,11.5,40.350877193,2
Khalid Latif,2.6,0.2,29.4,63.0901287554,5
Amjad Javed,3.85714285714,0.142857142857,25.1428571429,82.6291079812,7
Mashrafe Mortaza,1.31081081081,0,11.4054054054,77.6448942042,74
CD McMillan,3.88888888889,0.222222222222,30.9444444444,89.694041868,18
MJ Henry,1.33333333333,0,9.55555555556,103.614457831,9
GB Brent,0.75,0.0625,10.5,61.5384615385,16
MA Wood,1.0,0,8.33333333333,86.2068965517,3
M Vijay,2.25,0.0625,21.1875,65.6976744186,16
JPR Lamsam,3.0,0,16.0,53.3333333333,1
DP Hyatt,1.55555555556,0,12.4444444444,59.2592592593,9
SC Ganguly,4.96428571429,0.392857142857,40.3214285714,69.8206555349,28
MD Gunathilaka,3.6,0.2,23.4,83.5714285714,5
H Patel,2.55555555556,0.111111111111,15.7777777778,88.198757764,9
Sohail Tanvir,1.31578947368,0.0263157894737,10.3947368421,84.4017094017,38
JL Denly,3.55555555556,0.222222222222,29.3333333333,63.1578947368,9
Mohammad Naveed,2.14285714286,0,15.0,105.0,7
AP Devcich,3.125,0.125,22.125,73.4439834025,8
DI Joyce,1.33333333333,0,9.66666666667,47.5409836066,3
NFI McCallum,3.4,0.1,25.8,67.8947368421,10
Aftab Ahmed,2.44736842105,0.0789473684211,18.8157894737,72.3684210526,38
SG Borthwick,1.0,0,9.0,112.5,2
RML Taylor,1.0,0,10.3,78.0303030303,10
C Kieswetter,3.43243243243,0.135135135135,26.4324324324,88.0288028803,37
Abdul Razzaq,2.16666666667,0.0714285714286,19.880952381,82.3471400394,42
BM Wheeler,1.75,0,14.5,123.404255319,4
FRJ Coleman,2.11111111111,0.111111111111,18.0,69.5278969957,9
Nazimuddin,1.81818181818,0,13.3636363636,59.756097561,11
GR Codrington,1.66666666667,0,13.1666666667,64.2276422764,6
DR Tuffey,1.33333333333,0,12.3333333333,112.977099237,12
Mohammad Irfan,0.233333333333,0,1.56666666667,30.9210526316,30
J Edness,3.25,0.25,29.75,54.5871559633,4
DM Bravo,3.0,0.223684210526,28.5394736842,67.5700934579,76
DI Allan,1.0,0,9.0,37.5,2
MS Sinclair,2.4,0.2,24.4,91.7293233083,5
Mohammad Hafeez,3.94927536232,0.246376811594,33.5144927536,77.8095558546,138
BW Hilfenhaus,0.222222222222,0,3.22222222222,40.8450704225,9
HD Rutherford,0.5,0,3.5,25.0,4
JL Pattinson,0.25,0,5.25,51.2195121951,8
Khurram Khan,4.0,0.25,37.3333333333,78.8732394366,12
GH Bodi,5.0,0.5,41.5,61.0294117647,2
S Matsikenyeri,1.95833333333,0.104166666667,19.6875,74.9405233941,48
PP Chawla,0.25,0,3.16666666667,63.3333333333,12
CS Baugh,1.04545454545,0,14.0,60.9900990099,22
RP Arnold,1.06666666667,0.133333333333,15.4666666667,73.6507936508,15
S Dhawan,5.60563380282,0.366197183099,43.0422535211,88.5540423066,71
RMS Eranga,0.444444444444,0,3.77777777778,51.5151515152,9
JM Bairstow,3.0,0.1,25.9,91.1971830986,10
Mithun Ali,5.0,0,26.0,60.4651162791,1
TS Nethula,0.333333333333,0,4.0,109.090909091,3
Abdul Jabbar,5.0,0,29.5,68.6046511628,2
PVD Chameera,0.6,0,7.2,64.2857142857,5
RR Powar,0.333333333333,0,5.77777777778,51.4851485149,9
TG Southee,0.764705882353,0,7.03921568627,92.7648578811,51
DES Maxwell,1.66666666667,0,18.0,120.0,3
AD Mascarenhas,1.83333333333,0.0833333333333,18.5,89.5161290323,12
BRM Taylor,3.24528301887,0.254716981132,32.9622641509,76.288209607,106
CA Ingram,3.0,0.178571428571,27.1785714286,81.3903743316,28
IA Karim,7.66666666667,0.666666666667,65.3333333333,82.7004219409,3
PM Siddle,0.25,0,4.25,94.4444444444,4
RD Steede,1.0,0,7.0,63.6363636364,2
Ankur Sharma,1.0,0,16.0,51.6129032258,1
MV Boucher,2.5,0.129032258065,24.2741935484,94.4165621079,62
Kamran Hussain,2.0,0,27.0,128.571428571,1
GC Tonge,0.333333333333,0,3.0,56.25,3
PJ Ongondo,0.357142857143,0,5.07142857143,44.375,14
Adeel Raja,0.333333333333,0,3.33333333333,16.393442623,3
AD Mathews,2.68148148148,0.2,29.0222222222,82.955748465,135
E Schiferli,1.0,0,5.0,47.619047619,2
T Duffin,4.0,0.25,35.75,62.1739130435,4
NT Broom,1.42105263158,0.0526315789474,16.2631578947,65.7446808511,19
Junaid Khan,0.210526315789,0,2.84210526316,47.7876106195,19
JA Burns,2.83333333333,0.166666666667,24.3333333333,77.2486772487,6
MDK Perera,1.0,0,11.0,54.3209876543,4
C de Grandhomme,4.0,0,36.0,92.3076923077,1
MA Carberry,2.8,0.2,22.6,63.4831460674,5
KJ Coetzer,5.0,0.2,33.5333333333,79.5886075949,15
Mominul Haque,2.60869565217,0.130434782609,23.6086956522,72.9838709677,23
AN Kervezee,2.8,0.1,19.3,72.0149253731,10
Yasir Shah,1.16666666667,0,12.6666666667,91.5662650602,6
TL Best,0.375,0,4.0,42.6666666667,8
R Vinay Kumar,0.636363636364,0,7.72727272727,57.0469798658,11
J Blackwood,0.5,0,5.5,44.0,2
GH Worker,2.0,0,20.5,62.1212121212,2
GC Wilson,2.61111111111,0.222222222222,24.8055555556,77.9912663755,36
MK Tiwary,2.7,0.2,28.2,72.3076923077,10
Hashmatullah Shahidi,1.66666666667,0,22.0,46.8085106383,3
Iftikhar Anjum,0.636363636364,0,7.13636363636,59.4696969697,22
Bilawal Bhatti,1.71428571429,0,12.5714285714,114.285714286,7
Bilal Asif,2.33333333333,0,13.3333333333,76.9230769231,3
D Bishoo,0.285714285714,0,1.42857142857,37.037037037,7
SI Mahmood,0.888888888889,0,7.11111111111,81.0126582278,9
TV Mufambisi,1.5,0,11.25,63.3802816901,4
Mehrab Hossain jnr,1.7,0.1,18.3,42.4593967517,10
MR Gillespie,0.9,0,8.0,84.2105263158,10
Saeed Ajmal,0.373134328358,0,4.83582089552,60.0,67
JD Nel,0.666666666667,0,5.33333333333,53.3333333333,3
RW Chakabva,1.0,0,13.724137931,51.2226512227,29
Mohammad Rafique,0.4,0,6.6,58.9285714286,15
S Chanderpaul,3.515625,0.390625,40.25,68.0761099366,64
Zahid Hussain,0.5,0,4.0,25.8064516129,2
SP Narine,1.05882352941,0,8.55882352941,76.3779527559,34
DA Warner,4.49253731343,0.268656716418,36.9552238806,90.7292048369,67
FL Reifer,1.16666666667,0,14.3333333333,45.2631578947,6
J Mubarak,1.21428571429,0.0714285714286,19.6428571429,69.7969543147,14
Salman Faris,1.5,0,13.5,56.25,2
TAM Siriwardana,3.1,0.2,26.2,111.489361702,10
K Karate,1.66666666667,0,12.6666666667,56.7164179104,3
EJG Morgan,3.25,0.235294117647,30.3970588235,87.4180587862,136
SL Stewart,0.5,0,6.5,44.0677966102,4
Ehsan Adil,0.5,0,6.75,62.7906976744,4
DA Miller,2.5652173913,0.130434782609,25.2898550725,97.2686733556,69
SP Patil,1.3,0.1,15.6,51.4851485149,10
WF Stelling,2.0,0,20.0,102.564102564,2
KC Sangakkara,4.39150943396,0.367924528302,42.4952830189,81.1914203317,212
Fawad Ahmed,1.0,0,4.0,200.0,1
Irfan Ahmed,3.33333333333,0,18.3333333333,67.9012345679,3
AT Rayudu,3.38461538462,0.269230769231,35.6923076923,76.0655737705,26
SR Tendulkar,5.9,0.366666666667,45.5222222222,85.3897457274,90
RK Kleinveldt,2.0,0,15.0,81.3953488372,7
V Sibanda,3.1,0.185714285714,24.4428571429,64.908952959,70
KED Carroll,0.333333333333,0,9.33333333333,66.6666666667,3
BCJ Cutting,2.5,0,26.5,79.1044776119,2
CD Collymore,0.333333333333,0,3.22222222222,59.1836734694,9
