Batsman,Home Run Hitting Ability,Milestone Reaching Ability,Batting Average,Strike Rate,Matches Played
LRPL Taylor,3.68382352941,0.301470588235,36.7205882353,79.3958664547,136
CH Gayle,4.58620689655,0.206896551724,31.1293103448,89.4254581476,116
PC de Silva,1.4,0,12.4,73.8095238095,5
NM Hauritz,1.04,0.04,11.64,93.5691318328,25
MDKJ Perera,3.30434782609,0.195652173913,25.7391304348,90.5198776758,46
SP Narine,1.05882352941,0,8.55882352941,76.3779527559,34
SJ Benn,0.8,0,6.75,72.972972973,20
IJL Trott,3.38709677419,0.403225806452,43.7903225806,75.2494456763,62
BAW Mendis,0.447368421053,0,4.47368421053,66.40625,38
PD McGlashan,3.5,0.5,30.5,115.094339623,2
IK Pathan,1.875,0.025,16.85,78.281068525,40
CJ Anderson,3.90909090909,0.151515151515,30.2424242424,112.514092446,33
Khaled Mashud,0.333333333333,0,13.6666666667,43.1578947368,3
Hammad Azam,1.4,0,14.8,62.1848739496,5
L Balaji,1.0,0,7.0,70.0,1
PG Fulton,2.75,0.1875,27.40625,67.4615384615,32
ST Finn,0.583333333333,0,5.41666666667,59.6330275229,24
SL Malinga,0.617283950617,0.0123456790123,4.97530864198,74.6296296296,81
PC Connell,1.0,0,6.0,26.0869565217,1
LM Jongwe,1.09090909091,0,11.0,65.7608695652,11
RR Emrit,0.5,0,6.5,37.1428571429,2
KOA Powell,3.59259259259,0.222222222222,26.4814814815,80.6087936866,27
Abdur Razzak,0.849315068493,0.013698630137,8.39726027397,73.8554216867,73
Mahmudullah,2.26530612245,0.15306122449,24.4285714286,70.9543568465,98
ND McKenzie,2.25,0.25,27.0,64.2857142857,4
JR Hopes,2.09259259259,0.0555555555556,21.2777777778,91.4808917197,54
T Maruma,0.5,0,5.5,38.3720930233,12
HF Gurney,0.166666666667,0,2.5,45.4545454545,6
E Chigumbura,2.28947368421,0.114035087719,22.7894736842,77.7844311377,114
KP Pietersen,3.69892473118,0.236559139785,33.4946236559,82.2116653471,93
VD Philander,0.8125,0,8.8125,66.5094339623,16
CJ Ferguson,2.47826086957,0.173913043478,26.347826087,80.4780876494,23
DL Vettori,1.43661971831,0.0281690140845,15.7605633803,86.0107609531,71
Shahzaib Hasan,5.0,0.333333333333,33.3333333333,84.7457627119,3
GW Flower,1.0,0,17.5,76.0869565217,2
Syed Rasel,0.222222222222,0,2.88888888889,37.6811594203,18
Ahmed Shehzad,3.67142857143,0.242857142857,33.2714285714,70.8117968988,70
MT Chinouya,0.5,0,3.0,66.6666666667,2
JDS Neesham,1.75,0,14.875,93.7007874016,16
CAK Walton,0.25,0,4.25,56.6666666667,4
RA Jadeja,2.12941176471,0.117647058824,21.7529411765,82.4342398573,85
LD Chandimal,2.1847826087,0.184782608696,25.7391304348,73.8615096694,92
BMAJ Mendis,1.43243243243,0.027027027027,15.1621621622,82.8655834564,37
SMA Priyanjan,2.5,0.1,20.95,78.6116322702,20
JP Duminy,2.32520325203,0.186991869919,29.9674796748,80.2350892468,123
LJ Woodcock,0.5,0,6.5,59.0909090909,2
NO Miller,1.0,0.0416666666667,10.3333333333,79.2332268371,24
Jahurul Islam,2.18181818182,0.0909090909091,20.5454545455,69.5384615385,11
DJ Hussey,2.54385964912,0.245614035088,29.2105263158,87.8627968338,57
MG Johnson,1.18518518519,0.0246913580247,10.7901234568,94.1810344828,81
Zulqarnain Haider,0.75,0,11.75,67.1428571429,4
SM Pollock,1.58620689655,0.0689655172414,16.9310344828,82.3825503356,29
PD Collingwood,2.62365591398,0.193548387097,30.5161290323,76.8064952639,93
CH Morris,1.83333333333,0.166666666667,16.0,101.052631579,6
Asad Shafiq,2.07843137255,0.176470588235,24.7843137255,67.1269251195,51
Bazid Khan,1.5,0.5,26.0,50.9803921569,2
PJ Forrest,2.71428571429,0.285714285714,26.2142857143,63.6048526863,14
AJ Hall,1.4,0.1,14.4,87.8048780488,10
Sikandar Raza,3.0,0.131578947368,26.1842105263,81.1582381729,38
RJ Sidebottom,0.6875,0,7.6875,65.7754010695,16
AC Gilchrist,4.3,0.275,31.425,96.1009174312,40
M Morkel,0.6,0,5.28571428571,72.265625,35
ST Jayasuriya,4.91549295775,0.211267605634,33.985915493,98.4897959184,71
CJ Chibhabha,2.5671641791,0.149253731343,23.5373134328,64.73727422,67
Tamim Iqbal,4.0534351145,0.274809160305,31.8015267176,76.8067846608,131
MJ Lumb,5.0,0.333333333333,55.0,80.0970873786,3
JM How,3.34615384615,0.192307692308,29.9230769231,64.9415692821,26
N Madziva,0.714285714286,0,7.0,50.5154639175,7
D Wiese,2.0,0,17.0,86.4406779661,6
Aizaz Cheema,0.333333333333,0,4.33333333333,57.7777777778,6
DR Martyn,5.71428571429,0.428571428571,44.5714285714,65.1356993737,7
Sohaib Maqsood,2.86956521739,0.217391304348,29.4347826087,79.7408716137,23
ADS Fletcher,1.8125,0.125,13.5,62.6086956522,16
G Chapple,2.0,0,13.0,185.714285714,1
LE Bosman,4.18181818182,0.181818181818,27.1818181818,97.7124183007,11
JWA Taylor,3.375,0.333333333333,35.9166666667,79.8887859129,24
HMCM Bandara,1.0,0,12.2857142857,80.3738317757,7
LMP Simmons,3.3125,0.28125,30.59375,71.4337832908,64
DM Richards,3.42857142857,0.285714285714,25.5714285714,68.8461538462,7
Soumya Sarkar,7.35714285714,0.357142857143,47.2857142857,99.1017964072,14
RE van der Merwe,0.714285714286,0,5.57142857143,95.1219512195,7
EC Joyce,3.08571428571,0.2,28.3428571429,68.6505190311,35
Mushfiqur Rahim,2.61111111111,0.18253968254,27.7777777778,75.2526338422,126
Mohammad Ashraful,2.17721518987,0.113924050633,19.4556962025,63.9085239085,79
Sohag Gazi,1.46666666667,0,12.1333333333,87.922705314,15
AR Cusack,1.2,0,12.0666666667,65.1079136691,15
Farhad Reza,1.0,0,10.2727272727,54.3269230769,22
TD Paine,3.39130434783,0.217391304348,27.652173913,65.7704239917,23
PJ Moor,0.5,0,7.5,41.6666666667,2
KA Pollard,2.70512820513,0.115384615385,24.5,88.064516129,78
SM Davies,4.5,0.125,30.125,100.836820084,8
SR Watson,4.71317829457,0.286821705426,37.7906976744,90.0942524487,129
NLTC Perera,1.65333333333,0.0666666666667,14.32,105.397448479,75
Gurkeerat Singh,1.0,0,6.5,100.0,2
R McLaren,1.2,0.025,11.975,69.8250728863,40
KJ Abbott,0.6,0,6.6,58.407079646,10
VR Aaron,0.333333333333,0,2.66666666667,53.3333333333,3
JC Buttler,3.47457627119,0.186440677966,29.9152542373,115.359477124,59
KM Dabengwa,1.2,0,16.7,61.1721611722,20
GC Smith,3.97,0.29,33.57,79.6819368621,100
A Symonds,3.44186046512,0.302325581395,32.0465116279,91.561461794,43
AJ Redmond,3.16666666667,0.166666666667,25.3333333333,57.1428571429,6
Inzamam-ul-Haq,3.16666666667,0,26.9166666667,70.989010989,12
MEK Hussey,2.75630252101,0.260504201681,34.0840336134,82.4893227578,119
MM Ali,2.67647058824,0.117647058824,21.3823529412,94.5383615085,34
AM Phangiso,0.555555555556,0,7.33333333333,62.2641509434,9
JDP Oram,2.70833333333,0.1875,25.0416666667,95.8532695375,48
MJ McClenaghan,0.928571428571,0,7.71428571429,75.5244755245,14
SS Tiwary,3.0,0,24.5,85.9649122807,2
NM Coulter-Nile,0.571428571429,0,8.57142857143,69.7674418605,7
Khurram Manzoor,3.33333333333,0.5,33.6666666667,62.5386996904,6
DJ Bravo,2.35514018692,0.11214953271,23.1588785047,80.9010773751,107
Shamsur Rahman,3.55555555556,0.222222222222,29.5555555556,74.5098039216,9
BJ Hodge,2.76923076923,0.153846153846,26.4615384615,83.9024390244,13
DJ Willey,0.571428571429,0,8.28571428571,86.5671641791,7
HM Amla,5.20168067227,0.403361344538,48.7899159664,86.9291810151,119
AR McBrine,1.0,0,11.5,93.8775510204,4
B Kumar,0.75,0,7.39285714286,72.1254355401,28
GJ Bailey,3.34920634921,0.301587301587,36.3492063492,84.6580406654,63
PJ Ingram,4.28571428571,0.142857142857,27.5714285714,80.7531380753,7
JP Bray,2.7,0.1,23.4,63.0727762803,10
R Dravid,2.83720930233,0.255813953488,29.8604651163,72.7066817667,43
RP Singh,0.333333333333,0,5.6,39.8104265403,15
B Geeves,1.0,0,10.0,90.9090909091,1
SHT Kandamby,2.23333333333,0.166666666667,27.1666666667,69.5392491468,30
SB Styris,3.20754716981,0.264150943396,33.8301886792,78.7093942054,53
PJK Mooney,0.5,0,4.5,112.5,2
Raqibul Hasan,1.85106382979,0.127659574468,23.2765957447,59.2311857066,47
Fawad Alam,1.85294117647,0.176470588235,26.5588235294,72.6468222043,34
Mohammad Salman,0.666666666667,0,7.33333333333,55.0,3
JM Kemp,2.3,0.15,23.55,66.5254237288,20
WTS Porterfield,2.6,0.142857142857,24.6857142857,56.2866449511,35
Yuvraj Singh,4.05833333333,0.258333333333,32.525,83.8093193043,120
SW Billings,3.0,0,22.5,128.571428571,4
Tushar Imran,1.0,0,6.75,32.1428571429,4
DS Smith,2.61764705882,0.147058823529,23.5588235294,71.2,34
SW Masakadza,2.0,0,13.625,97.3214285714,8
J Louw,4.0,0,17.0,242.857142857,1
MS Dhoni,3.47872340426,0.292553191489,36.7712765957,84.1611882152,188
AC Voges,2.29166666667,0.125,29.625,84.1420118343,24
AJ Strauss,3.93243243243,0.27027027027,33.9054054054,79.8027989822,74
GO Jones,1.5,0,15.5,110.714285714,6
A Shahzad,0.375,0,4.875,62.9032258065,8
S Prasanna,1.25,0,9.5,78.8381742739,20
SCJ Broad,0.725806451613,0,8.04838709677,74.0356083086,62
Danish Kaneria,1.0,0,2.0,50.0,1
Saad Nasim,3.33333333333,0.333333333333,33.0,79.2,3
NJ O'Brien,2.55882352941,0.176470588235,25.5882352941,69.3779904306,34
HMRKB Herath,0.444444444444,0,5.18518518519,61.6740088106,27
A Balbirnie,3.0,0.222222222222,28.7777777778,81.1912225705,9
BA Parchment,2.33333333333,0,17.8333333333,54.0404040404,6
Mohammad Yousuf,3.27586206897,0.275862068966,36.7931034483,73.9175614825,58
Z Khan,0.974358974359,0,8.35897435897,60.9345794393,39
SE Bond,0.5,0,7.0,71.7948717949,20
Shahadat Hossain,0.375,0,3.5625,50.4424778761,16
SR Thompson,1.16666666667,0,12.0,88.8888888889,6
ML Nkala,1.0,0,7.0,53.8461538462,2
Sharjeel Khan,2.6,0.1,16.9,81.25,10
AD Russell,3.38095238095,0.0952380952381,23.2857142857,129.536423841,42
DT Tiripano,0.75,0,5.75,56.0975609756,4
Babar Azam,4.375,0.5,40.125,88.91966759,8
SW Tait,0.666666666667,0,4.16666666667,86.2068965517,6
R Ashwin,1.16363636364,0.0181818181818,11.9454545455,84.7741935484,55
DT Christian,1.44444444444,0,15.1111111111,86.9009584665,18
PR Stirling,3.47826086957,0.173913043478,24.2173913043,88.1329113924,23
CL White,2.66176470588,0.191176470588,28.8235294118,80.1308258381,68
KM Jadhav,4.5,0.25,36.25,103.571428571,4
YK Pathan,2.575,0.125,19.975,110.055096419,40
Imran Nazir,4.66666666667,0.133333333333,29.0,96.0264900662,15
Imran Farhat,3.03333333333,0.266666666667,27.0333333333,62.9658385093,30
CMW Read,1.0,0,10.0,80.0,6
AM Rahane,3.55737704918,0.262295081967,32.2295081967,78.0158730159,61
F Mutizwa,1.0,0.111111111111,16.1111111111,57.3122529644,9
AU Rashid,2.41176470588,0.0588235294118,17.2941176471,108.888888889,17
Khalid Latif,2.6,0.2,29.4,63.0901287554,5
Mashrafe Mortaza,1.27536231884,0,11.1594202899,76.9230769231,69
CD McMillan,3.8125,0.1875,29.75,83.950617284,16
MJ Henry,1.33333333333,0,9.55555555556,103.614457831,9
GB Brent,0.75,0.0625,10.5,61.5384615385,16
MA Wood,1.0,0,8.33333333333,86.2068965517,3
M Vijay,2.25,0.0625,21.1875,65.6976744186,16
DP Hyatt,1.55555555556,0,12.4444444444,59.2592592593,9
PM Siddle,0.25,0,4.25,94.4444444444,4
MD Gunathilaka,3.6,0.2,23.4,83.5714285714,5
Sohail Tanvir,1.18918918919,0,9.08108108108,81.5533980583,37
JL Denly,3.55555555556,0.222222222222,29.3333333333,63.1578947368,9
AP Devcich,3.125,0.125,22.125,73.4439834025,8
DI Joyce,1.33333333333,0,9.66666666667,47.5409836066,3
V Sibanda,2.9696969697,0.181818181818,23.5151515152,63.5544635545,66
Aftab Ahmed,2.44117647059,0.0882352941176,19.1470588235,73.8095238095,34
SG Borthwick,1.0,0,9.0,112.5,2
C Kieswetter,3.43243243243,0.135135135135,26.4324324324,88.0288028803,37
Abdul Razzaq,2.225,0.075,20.475,82.0641282565,40
Nazimuddin,2.0,0,14.5,62.2317596567,10
DR Tuffey,1.33333333333,0,12.3333333333,112.977099237,12
Mohammad Irfan,0.233333333333,0,1.56666666667,30.9210526316,30
Alok Kapali,2.38461538462,0.0769230769231,20.7692307692,76.2711864407,13
DM Bravo,3.0,0.226666666667,28.52,67.4550614948,75
MS Sinclair,2.4,0.2,24.4,91.7293233083,5
Mohammad Hafeez,4.04511278195,0.255639097744,34.3533834586,78.0625320349,133
HD Rutherford,0.5,0,3.5,25.0,4
JL Pattinson,0.285714285714,0,5.85714285714,51.25,7
Mohammad Rizwan,2.76923076923,0.230769230769,26.7692307692,92.8,13
GH Bodi,5.0,0.5,41.5,61.0294117647,2
S Matsikenyeri,2.0,0.106382978723,19.9787234043,75.7869249395,47
PP Chawla,0.25,0,3.16666666667,63.3333333333,12
CS Baugh,1.04545454545,0,14.0,60.9900990099,22
RP Arnold,1.14285714286,0.142857142857,16.4285714286,73.2484076433,14
S Dhawan,5.65217391304,0.36231884058,43.2173913043,88.908765653,69
RMS Eranga,0.444444444444,0,3.77777777778,51.5151515152,9
JM Bairstow,3.0,0.1,25.9,91.1971830986,10
Mithun Ali,5.0,0,26.0,60.4651162791,1
TS Nethula,0.333333333333,0,4.0,109.090909091,3
PVD Chameera,0.5,0,6.0,51.0638297872,4
RR Powar,0.333333333333,0,5.77777777778,51.4851485149,9
TG Southee,0.764705882353,0,7.03921568627,92.7648578811,51
SE Marsh,3.66666666667,0.291666666667,35.5416666667,74.7917580009,48
BRM Taylor,3.3,0.26,33.56,76.3421292084,100
CA Ingram,3.0,0.178571428571,27.1785714286,81.3903743316,28
SC Ganguly,4.56,0.36,36.8,68.299925761,25
TM Dowlin,2.1,0.2,22.7,62.7071823204,10
MV Boucher,2.21052631579,0.0877192982456,22.2280701754,89.3511988717,57
Kamran Hussain,2.0,0,27.0,128.571428571,1
GC Tonge,0.333333333333,0,3.0,56.25,3
AD Mathews,2.64122137405,0.198473282443,28.679389313,82.3361823362,131
T Duffin,4.0,0.25,35.75,62.1739130435,4
NT Broom,1.42105263158,0.0526315789474,16.2631578947,65.7446808511,19
Junaid Khan,0.210526315789,0,2.84210526316,47.7876106195,19
JA Burns,2.83333333333,0.166666666667,24.3333333333,77.2486772487,6
MDK Perera,1.0,0,11.0,54.3209876543,4
C de Grandhomme,4.0,0,36.0,92.3076923077,1
Mominul Haque,2.57142857143,0.0952380952381,23.3333333333,73.4632683658,21
Yasir Shah,1.16666666667,0,12.6666666667,91.5662650602,6
TL Best,0.375,0,4.0,42.6666666667,8
R Vinay Kumar,0.636363636364,0,7.72727272727,57.0469798658,11
J Blackwood,0.5,0,5.5,44.0,2
GH Worker,2.0,0,20.5,62.1212121212,2
GC Wilson,2.22727272727,0.227272727273,22.0,78.1906300485,22
MK Tiwary,2.7,0.2,28.2,72.3076923077,10
Iftikhar Anjum,0.666666666667,0,7.33333333333,58.7786259542,21
Bilawal Bhatti,1.71428571429,0,12.5714285714,114.285714286,7
Bilal Asif,2.33333333333,0,13.3333333333,76.9230769231,3
D Bishoo,0.285714285714,0,1.42857142857,37.037037037,7
SI Mahmood,0.888888888889,0,7.11111111111,81.0126582278,9
TV Mufambisi,1.5,0,11.25,63.3802816901,4
Mehrab Hossain jnr,1.7,0.1,18.3,42.4593967517,10
MR Gillespie,0.9,0,8.0,84.2105263158,10
Saeed Ajmal,0.34375,0,4.609375,58.3003952569,64
N Mushangwe,1.25,0,9.5,86.3636363636,4
RW Chakabva,0.846153846154,0,13.2692307692,51.3392857143,26
Mohammad Rafique,0.5,0,8.16666666667,63.2258064516,12
S Chanderpaul,3.57142857143,0.396825396825,40.8253968254,68.0783483325,63
DA Warner,4.203125,0.265625,35.203125,87.7336448598,64
FL Reifer,1.16666666667,0,14.3333333333,45.2631578947,6
J Mubarak,1.21428571429,0.0714285714286,19.6428571429,69.7969543147,14
TAM Siriwardana,3.1,0.2,26.2,111.489361702,10
EJG Morgan,3.1954887218,0.233082706767,30.0526315789,86.9290996085,133
SL Stewart,0.5,0,6.5,44.0677966102,4
KC Sangakkara,4.33658536585,0.360975609756,41.9853658537,80.6276346604,205
Fawad Ahmed,1.0,0,4.0,200.0,1
AT Rayudu,3.38461538462,0.269230769231,35.6923076923,76.0655737705,26
SR Tendulkar,5.89772727273,0.363636363636,45.6022727273,84.5376026964,88
RK Kleinveldt,2.0,0,15.0,81.3953488372,7
AD Mascarenhas,1.83333333333,0.0833333333333,18.5,89.5161290323,12
KED Carroll,0.333333333333,0,9.33333333333,66.6666666667,3
BCJ Cutting,2.5,0,26.5,79.1044776119,2
CD Collymore,0.333333333333,0,3.22222222222,59.1836734694,9
Mustafizur Rahman,0.5,0,3.75,44.1176470588,4
L Vincent,3.125,0.25,27.8125,67.5265553869,16
T Mupariwa,0.416666666667,0,3.58333333333,39.0909090909,12
DSNFG Jayasuriya,1.0,0,5.5,64.7058823529,2
T Panyangara,0.6,0,4.84,51.2711864407,25
Naumanullah,1.0,0,4.0,100.0,1
Tanvir Ahmed,3.0,0,18.0,150.0,1
Younis Khan,2.64655172414,0.215517241379,28.5,73.2712765957,116
Wahab Riaz,1.29166666667,0.0416666666667,10.9791666667,79.1291291291,48
AB Barath,2.76923076923,0.0769230769231,21.6153846154,56.4257028112,13
MN van Wyk,3.33333333333,0.266666666667,27.2,66.9950738916,15
WW Hinds,1.11111111111,0,12.0,38.9891696751,9
F du Plessis,3.4512195122,0.292682926829,34.9268292683,83.1349782293,82
WU Tharanga,3.93984962406,0.263157894737,32.969924812,71.6035271065,133
SM Warnapura,2.0,0,15.0,46.875,2
Imran Tahir,0.625,0,5.0625,65.8536585366,16
AN Petersen,3.11111111111,0.222222222222,27.6666666667,81.6393442623,18
AC Botha,1.25,0.0833333333333,14.3333333333,53.75,12
DG Brownlie,3.0,0,22.5555555556,72.5,9
S Badrinath,0.666666666667,0,13.1666666667,45.6647398844,6
V Permaul,0.333333333333,0,3.66666666667,50.0,3
MA Carberry,2.8,0.2,22.6,63.4831460674,5
NL McCullum,1.6393442623,0.0655737704918,17.3770491803,85.6219709208,61
M Ntini,0.375,0,3.25,63.4146341463,16
AG Cremer,0.766666666667,0,10.5,54.6875,30
A Flintoff,2.4375,0.09375,22.5,86.5384615385,32
J Charles,3.82352941176,0.147058823529,28.2352941176,81.2182741117,34
Mahbubul Alam,3.5,0.5,39.5,109.722222222,2
G Gambhir,3.99145299145,0.333333333333,37.4700854701,84.1943537546,117
NJ Astle,2.8,0.1,20.0,67.5675675676,10
Faisal Iqbal,3.0,0,26.0,53.0612244898,1
Sarfraz Ahmed,2.0487804878,0.0975609756098,25.487804878,83.9357429719,41
HM Nicholls,2.625,0.25,26.875,73.883161512,8
Anwar Ali,2.14285714286,0,18.5714285714,82.2784810127,14
S Chattergoon,4.66666666667,0.166666666667,27.8333333333,60.9489051095,6
Imad Wasim,2.33333333333,0.333333333333,25.3333333333,90.4761904762,3
BP Nash,1.0,0,5.0,62.5,1
CR Woakes,1.09375,0,15.15625,76.8621236133,32
Naeem Islam,1.88888888889,0.111111111111,18.6888888889,67.4959871589,45
W Jaffer,1.0,0,5.0,43.4782608696,2
Anamul Haque,4.12,0.24,36.8,69.6442089326,25
RS Morton,2.2962962963,0.222222222222,28.8888888889,67.0103092784,27
FH Edwards,0.384615384615,0,4.46153846154,50.4347826087,13
M Muralitharan,0.69696969697,0,5.63636363636,99.4652406417,33
GS Ballance,1.69230769231,0.153846153846,22.0,66.3573085847,13
R Dhawan,0.5,0,6.0,92.3076923077,2
AF Milne,1.0,0,11.5454545455,95.4887218045,11
Sabbir Rahman,3.23529411765,0.117647058824,25.6470588235,98.1981981982,17
AB Dinda,0.2,0,4.2,55.2631578947,5
R Clarke,1.5,0,19.5,81.25,2
JD Ryder,4.88571428571,0.257142857143,34.4,97.253634895,35
IDR Bradshaw,0.571428571429,0,7.14285714286,47.619047619,7
MA Vermeulen,1.85714285714,0.142857142857,20.2857142857,68.2692307692,7
MM Sharma,0.625,0,3.75,56.6037735849,8
Shafiul Islam,0.535714285714,0,4.42857142857,57.6744186047,28
GD Elliott,2.671875,0.203125,29.4375,79.7629127858,64
MN Waller,2.07894736842,0.0789473684211,19.3684210526,68.9784442362,38
Shoaib Akhtar,0.421052631579,0,3.21052631579,67.032967033,19
I Sharma,0.24,0,2.84,34.1346153846,25
MS Panesar,0.285714285714,0,3.71428571429,28.2608695652,7
AJ Finch,4.52941176471,0.313725490196,37.2549019608,83.4431269214,51
ML Hayden,6.37837837838,0.378378378378,50.6756756757,83.3333333333,37
DPMD Jayawardene,3.20833333333,0.244791666667,31.6979166667,79.1108800208,192
AR White,1.17647058824,0,14.1764705882,59.9502487562,17
C Zhuwao,3.0,0,16.0,72.7272727273,1
Shahid Afridi,2.72916666667,0.0972222222222,21.4097222222,127.766266059,144
LL Tsotsobe,0.444444444444,0,3.16666666667,50.8928571429,18
BB Chari,1.0,0,19.0,45.5089820359,4
SP Fleming,3.875,0.25,30.2916666667,70.9268292683,24
Zulfiqar Babar,0.6,0,7.0,87.5,5
JJ Roy,4.36842105263,0.210526315789,29.3684210526,95.3846153846,19
DW Steyn,0.75,0,6.52272727273,61.5879828326,44
BJ Watling,3.0,0.263157894737,27.7894736842,66.9201520913,19
Kamran Akmal,3.01123595506,0.112359550562,23.0786516854,81.4432989691,89
CJ McKay,0.615384615385,0,6.88461538462,55.0769230769,26
CRD Fernando,0.571428571429,0,5.42857142857,64.7727272727,21
SPD Smith,3.19298245614,0.228070175439,34.5614035088,87.0525850641,57
ME Trescothick,6.625,0.375,49.5,87.417218543,8
JW Dernbach,0.125,0,2.375,47.5,8
C Munro,2.77777777778,0.222222222222,27.1111111111,93.1297709924,9
MF Maharoof,1.38888888889,0.0277777777778,14.3611111111,81.2893081761,36
D Ramdin,1.74390243902,0.0975609756098,19.1951219512,81.1758638473,82
DJG Sammy,2.25,0.09,18.25,95.8005249344,100
JE Taylor,0.903225806452,0,6.96774193548,83.3976833977,31
JEC Franklin,1.67307692308,0.0769230769231,18.7115384615,77.5298804781,52
LJ Wright,1.92105263158,0.0263157894737,17.2368421053,81.875,38
RR Rossouw,3.80769230769,0.230769230769,31.3846153846,93.1506849315,26
MS Atapattu,2.63636363636,0,24.4545454545,66.9154228856,11
Junaid Siddique,2.16279069767,0.116279069767,20.023255814,68.2250396197,43
Liton Das,1.0,0,7.66666666667,69.696969697,6
MKDI Amerasinghe,0.333333333333,0,1.66666666667,71.4285714286,3
KAJ Roach,0.526315789474,0,5.68421052632,50.5854800937,38
Ehsan Adil,0.666666666667,0,7.33333333333,66.6666666667,3
HH Dippenaar,1.8,0.2,22.0,54.1871921182,5
GP Swann,1.08695652174,0,10.3043478261,90.6309751434,46
Adnan Akmal,0.75,0,15.25,66.3043478261,4
Naved-ul-Hasan,1.15,0,11.35,83.4558823529,20
RS Bopara,2.22115384615,0.144230769231,25.1538461538,75.9361393324,104
Mohammed Shami,0.684210526316,0,5.68421052632,88.5245901639,19
Haris Sohail,3.25,0.3,35.2,80.8266360505,20
Shoaib Malik,2.77551020408,0.19387755102,28.7040816327,81.441806601,98
Nasir Jamshed,3.63043478261,0.239130434783,30.2173913043,73.8183749336,46
Shuvagoto Hom,3.0,0,23.3333333333,79.5454545455,3
RW Price,0.666666666667,0,7.16666666667,57.2062084257,36
DC Thomas,1.11111111111,0,12.4444444444,61.3698630137,18
MP Vaughan,2.6,0.1,20.6,66.4516129032,10
WD Parnell,1.47826086957,0.0434782608696,15.8260869565,74.7433264887,23
TT Bresnan,1.52380952381,0.015873015873,13.8095238095,88.4146341463,63
MS Wade,1.86274509804,0.117647058824,20.3333333333,78.2641509434,51
CK Langeveldt,0.571428571429,0,4.71428571429,59.4594594595,14
